Data,Receitas Orçamentárias,Previsao Inicial,Previsao Atualizada (a),Receitas Realizadas no Bimestre (b),% (b/a),Receitas Realizadas até o Bimestre (c),% (c/a),SALDO (a-c),Bimestre,Ano,tempo
agosto 2016,SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV),"1.491.062.500,00","1.491.062.500,00","225.893.407,70","15,15","944.555.710,80","63,35","546.506.789,20",04,2016,2016-08-20
agosto 2016,DÉFICIT (VI),,,,,,,,04,2016,2016-08-20
agosto 2016,TOTAL (VII) = (V + VI),,,,,"944.555.710,80",,"-944.555.710,80",04,2016,2016-08-20
agosto 2016,"SALDOS DE EXERCÍCIOS ANTERIORES (UTILIZADOS PARA CRÉDITOS
ADICIONAIS)",,,,,,,,04,2016,2016-08-20
agosto 2016,Superávit Financeiro,,,,,,,,04,2016,2016-08-20
agosto 2016,Reabertura de Créditos Adicionais,,,,,,,,04,2016,2016-08-20
junho 2016,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),"1.457.208.500,00","1.457.208.500,00","221.505.504,29","15,20","702.971.087,12","48,24","754.237.412,88",03,2016,2016-06-20
junho 2016,RECEITAS CORRENTES,"1.423.532.800,00","1.423.532.800,00","220.977.604,29","15,52","701.686.825,38","49,29","721.845.974,62",03,2016,2016-06-20
junho 2016,RECEITA TRIBUTÁRIA,"356.815.000,00","356.815.000,00","52.925.450,08","14,83","171.840.689,86","48,16","184.974.310,14",03,2016,2016-06-20
junho 2016,Impostos,"323.600.000,00","323.600.000,00","48.782.074,04","15,07","154.868.963,92","47,86","168.731.036,08",03,2016,2016-06-20
junho 2016,Taxas,"31.665.000,00","31.665.000,00","3.961.954,01","12,51","16.470.271,58","52,01","15.194.728,42",03,2016,2016-06-20
junho 2016,Contribuição de Melhoria,"1.550.000,00","1.550.000,00","181.422,03","11,70","501.454,36","32,35","1.048.545,64",03,2016,2016-06-20
junho 2016,RECEITA DE CONTRIBUIÇÕES,"16.927.000,00","16.927.000,00","2.715.613,87","16,04","7.849.731,19","46,37","9.077.268,81",03,2016,2016-06-20
junho 2016,Contribuições Sociais,"16.927.000,00","16.927.000,00","2.715.613,87","16,04","7.849.731,19","46,37","9.077.268,81",03,2016,2016-06-20
junho 2016,Contribuição de Intervenção no Domínio Econômico,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Contribuição de Iluminação Pública,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,RECEITA PATRIMONIAL,"34.249.000,00","34.249.000,00","6.533.592,39","19,08","20.228.129,56","59,06","14.020.870,44",03,2016,2016-06-20
junho 2016,Receitas Imobiliárias,"1.270.100,00","1.270.100,00","457.197,60","36,00","998.141,01","78,59","271.958,99",03,2016,2016-06-20
junho 2016,Receitas de Valores Mobiliários,"32.978.900,00","32.978.900,00","6.037.579,69","18,31","19.131.990,18","58,01","13.846.909,82",03,2016,2016-06-20
junho 2016,Receita de Concessões e Permissões,,,"38.815,10",,"97.998,37",,"-97.998,37",03,2016,2016-06-20
junho 2016,Compensações Financeiras,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Receita Decorrente do Direito de Exploração de Bens Públicos em Áreas de Domínio Público,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Receita da Cessão de Direitos,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Outras Receitas Patrimoniais,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,RECEITA AGROPECUÁRIA,"0,00","0,00","0,00",,"0,00",,"0,00",03,2016,2016-06-20
junho 2016,Receita da Produção Vegetal,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Receita da Produção Animal e Derivados,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Outras Receitas Agropecuárias,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,RECEITA INDUSTRIAL,"0,00","0,00","0,00",,"0,00",,"0,00",03,2016,2016-06-20
junho 2016,Receita da Indústria Extrativa Mineral,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Receita da Indústria de Transformação,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Receita da Indústria de Construção,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Outras Receitas Industriais,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,RECEITA DE SERVIÇOS,"193.131.800,00","193.131.800,00","36.181.457,66","18,73","97.568.881,89","50,52","95.562.918,11",03,2016,2016-06-20
junho 2016,TRANSFERÊNCIAS CORRENTES,"735.780.000,00","735.780.000,00","111.304.644,21","15,13","372.779.885,43","50,66","363.000.114,57",03,2016,2016-06-20
junho 2016,Transferências Intergovernamentais,"716.364.000,00","716.364.000,00","107.164.200,07","14,96","362.870.285,70","50,65","353.493.714,30",03,2016,2016-06-20
junho 2016,Transferências de Instituições Privadas,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Transferências do Exterior,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Transferências de Pessoas,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Transferências de Convênios,"19.416.000,00","19.416.000,00","4.140.444,14","21,32","9.909.599,73","51,04","9.506.400,27",03,2016,2016-06-20
junho 2016,Transferências para o Combate à Fome,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,OUTRAS RECEITAS CORRENTES,"86.630.000,00","86.630.000,00","11.316.846,08","13,06","31.419.507,45","36,27","55.210.492,55",03,2016,2016-06-20
junho 2016,Multas e Juros de Mora,"17.371.000,00","17.371.000,00","2.859.787,57","16,46","6.911.733,65","39,79","10.459.266,35",03,2016,2016-06-20
junho 2016,Indenizações e Restituições,"5.853.000,00","5.853.000,00","710.008,55","12,13","1.602.814,58","27,38","4.250.185,42",03,2016,2016-06-20
junho 2016,Receita da Dívida Ativa,"54.587.000,00","54.587.000,00","6.508.064,51","11,92","18.934.754,42","34,69","35.652.245,58",03,2016,2016-06-20
junho 2016,Receitas Decorrentes de Aportes Periódicos para Amortização de Déficit Atuarial do RPPS,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Receitas Correntes Diversas,"8.819.000,00","8.819.000,00","1.238.985,45","14,05","3.970.204,80","45,02","4.848.795,20",03,2016,2016-06-20
junho 2016,RECEITAS DE CAPITAL,"33.675.700,00","33.675.700,00","527.900,00","1,57","1.284.261,74","3,81","32.391.438,26",03,2016,2016-06-20
junho 2016,OPERAÇÕES DE CRÉDITO,"10.000.000,00","10.000.000,00","0,00","0,00","0,00",,"10.000.000,00",03,2016,2016-06-20
junho 2016,Operações de Crédito Internas,"10.000.000,00","10.000.000,00",,,,,"10.000.000,00",03,2016,2016-06-20
junho 2016,Operações de Crédito Externas,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,ALIENAÇÃO DE BENS,"240.000,00","240.000,00","235.400,00","98,08","282.600,00","117,75","-42.600,00",03,2016,2016-06-20
junho 2016,Alienação de Bens Móveis,"240.000,00","240.000,00","45.200,00","18,83","92.400,00","38,50","147.600,00",03,2016,2016-06-20
junho 2016,Alienação de Bens Imóveis,,,"190.200,00",,"190.200,00",,"-190.200,00",03,2016,2016-06-20
junho 2016,AMORTIZAÇÕES DE EMPRÉSTIMOS,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,TRANSFERÊNCIAS DE CAPITAL,"23.435.700,00","23.435.700,00","292.500,00","1,25","960.904,86","4,10","22.474.795,14",03,2016,2016-06-20
junho 2016,Transferências Intergovernamentais,"1.504.000,00","1.504.000,00",,,"591.264,64","39,31","912.735,36",03,2016,2016-06-20
junho 2016,Transferências de Instituições Privadas,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Transferências do Exterior,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Transferências de Pessoas,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Transferências de Outras Instituições Públicas,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Transferências de Convênios,"21.931.700,00","21.931.700,00","292.500,00","1,33","369.640,22","1,69","21.562.059,78",03,2016,2016-06-20
junho 2016,Transferências para o Combate à Fome,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,OUTRAS RECEITAS DE CAPITAL,"0,00","0,00","0,00",,"40.756,88",,"-40.756,88",03,2016,2016-06-20
junho 2016,Integralização do Capital Social,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Dív. Atv. Prov. da Amortiz. de Emp. e Financ.,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Receitas de Capital Diversas,"0,00","0,00","0,00",,"40.756,88",,"-40.756,88",03,2016,2016-06-20
junho 2016,RECEITAS (INTRA-ORÇAMENTÁRIAS) (II),"33.854.000,00","33.854.000,00","5.426.988,21","16,03","15.691.215,98","46,35","18.162.784,02",03,2016,2016-06-20
junho 2016,SUBTOTAL DAS RECEITAS (III) = (I + II),"1.491.062.500,00","1.491.062.500,00","226.932.492,50","15,22","718.662.303,10","48,20","772.400.196,90",03,2016,2016-06-20
junho 2016,OPERAÇÕES DE CRÉDITO/REFINANCIAMENTO (IV),"0,00","0,00","0,00",,"0,00",,"0,00",03,2016,2016-06-20
junho 2016,Operações de Crédito Internas,"0,00","0,00","0,00",,"0,00",,"0,00",03,2016,2016-06-20
junho 2016,Mobiliária,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Contratual,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Operações de Crédito Externas,"0,00","0,00","0,00",,"0,00",,"0,00",03,2016,2016-06-20
junho 2016,Mobiliária,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,Contratual,,,,,,,"0,00",03,2016,2016-06-20
junho 2016,SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV),"1.491.062.500,00","1.491.062.500,00","226.932.492,50","15,22","718.662.303,10","48,20","772.400.196,90",03,2016,2016-06-20
junho 2016,DÉFICIT (VI),,,,,,,,03,2016,2016-06-20
junho 2016,TOTAL (VII) = (V + VI),,,,,"718.662.303,10",,"-718.662.303,10",03,2016,2016-06-20
junho 2016,SALDOS DE EXERCÍCIOS ANTERIORES (UTILIZADOS PARA CRÉDITOS ADICIONAIS),,"0,00",,,"0,00",,,03,2016,2016-06-20
junho 2016,Superávit Financeiro,,,,,,,,03,2016,2016-06-20
junho 2016,Reabertura de Créditos Adicionais,,,,,,,,03,2016,2016-06-20
abril 2016,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),"1.457.208.500,00","1.457.208.500,00","262.401.682,44","18,01","481.465.582,83","33,04","975.742.917,17",02,2016,2016-04-20
abril 2016,RECEITAS CORRENTES,"1.423.532.800,00","1.423.532.800,00","261.770.779,36","18,39","480.709.221,09","33,77","942.823.578,91",02,2016,2016-04-20
abril 2016,RECEITA TRIBUTÁRIA,"356.815.000,00","356.815.000,00","88.680.589,23","24,85","118.915.239,78","33,33","237.899.760,22",02,2016,2016-04-20
abril 2016,Impostos,"323.600.000,00","323.600.000,00","76.706.412,00","23,70","106.086.889,88","32,78","217.513.110,12",02,2016,2016-04-20
abril 2016,Taxas,"31.665.000,00","31.665.000,00","11.797.513,66","37,26","12.508.317,57","39,50","19.156.682,43",02,2016,2016-04-20
abril 2016,Contribuição de Melhoria,"1.550.000,00","1.550.000,00","176.663,57","11,40","320.032,33","20,65","1.229.967,67",02,2016,2016-04-20
abril 2016,RECEITA DE CONTRIBUIÇÕES,"16.927.000,00","16.927.000,00","2.704.845,77","15,98","5.134.117,32","30,33","11.792.882,68",02,2016,2016-04-20
abril 2016,Contribuições Sociais,"16.927.000,00","16.927.000,00","2.704.845,77","15,98","5.134.117,32","30,33","11.792.882,68",02,2016,2016-04-20
abril 2016,Contribuição de Intervenção no Domínio Econômico,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Contribuição de Iluminação Pública,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,RECEITA PATRIMONIAL,"34.249.000,00","34.249.000,00","7.372.004,90","21,52","13.694.537,17","39,99","20.554.462,83",02,2016,2016-04-20
abril 2016,Receitas Imobiliárias,"1.270.100,00","1.270.100,00","339.306,30","26,71","540.943,41","42,59","729.156,59",02,2016,2016-04-20
abril 2016,Receitas de Valores Mobiliários,"32.978.900,00","32.978.900,00","7.000.372,75","21,23","13.094.410,49","39,71","19.884.489,51",02,2016,2016-04-20
abril 2016,Receita de Concessões e Permissões,,,"32.325,85",,"59.183,27",,"-59.183,27",02,2016,2016-04-20
abril 2016,Compensações Financeiras,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Receita Decorrente do Direito de Exploração de Bens Públicos em Áreas de Domínio Público,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Receita da Cessão de Direitos,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Outras Receitas Patrimoniais,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,RECEITA AGROPECUÁRIA,"0,00","0,00","0,00",,"0,00",,"0,00",02,2016,2016-04-20
abril 2016,Receita da Produção Vegetal,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Receita da Produção Animal e Derivados,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Outras Receitas Agropecuárias,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,RECEITA INDUSTRIAL,"0,00","0,00","0,00",,"0,00",,"0,00",02,2016,2016-04-20
abril 2016,Receita da Indústria Extrativa Mineral,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Receita da Indústria de Transformação,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Receita da Indústria de Construção,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Outras Receitas Industriais,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,RECEITA DE SERVIÇOS,"193.131.800,00","193.131.800,00","32.105.189,38","16,62","61.387.424,23","31,79","131.744.375,77",02,2016,2016-04-20
abril 2016,TRANSFERÊNCIAS CORRENTES,"735.780.000,00","735.780.000,00","121.163.957,47","16,47","261.475.241,22","35,54","474.304.758,78",02,2016,2016-04-20
abril 2016,Transferências Intergovernamentais,"716.364.000,00","716.364.000,00","117.201.035,60","16,36","255.706.085,63","35,69","460.657.914,37",02,2016,2016-04-20
abril 2016,Transferências de Instituições Privadas,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Transferências do Exterior,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Transferências de Pessoas,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Transferências de Convênios,"19.416.000,00","19.416.000,00","3.962.921,87","20,41","5.769.155,59","29,71","13.646.844,41",02,2016,2016-04-20
abril 2016,Transferências para o Combate à Fome,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,OUTRAS RECEITAS CORRENTES,"86.630.000,00","86.630.000,00","9.744.192,61","11,25","20.102.661,37","23,21","66.527.338,63",02,2016,2016-04-20
abril 2016,Multas e Juros de Mora,"17.371.000,00","17.371.000,00","2.001.696,58","11,52","4.051.946,08","23,33","13.319.053,92",02,2016,2016-04-20
abril 2016,Indenizações e Restituições,"5.853.000,00","5.853.000,00","614.106,54","10,49","892.806,03","15,25","4.960.193,97",02,2016,2016-04-20
abril 2016,Receita da Dívida Ativa,"54.587.000,00","54.587.000,00","6.390.505,71","11,71","12.426.689,91","22,76","42.160.310,09",02,2016,2016-04-20
abril 2016,Receitas Decorrentes de Aportes Periódicos para Amortização de Déficit Atuarial do RPPS,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Receitas Correntes Diversas,"8.819.000,00","8.819.000,00","737.883,78","8,37","2.731.219,35","30,97","6.087.780,65",02,2016,2016-04-20
abril 2016,RECEITAS DE CAPITAL,"33.675.700,00","33.675.700,00","630.903,08","1,87","756.361,74","2,25","32.919.338,26",02,2016,2016-04-20
abril 2016,OPERAÇÕES DE CRÉDITO,"10.000.000,00","10.000.000,00","0,00","0,00","0,00","0,00","10.000.000,00",02,2016,2016-04-20
abril 2016,Operações de Crédito Internas,"10.000.000,00","10.000.000,00","0,00","0,00","0,00","0,00","10.000.000,00",02,2016,2016-04-20
abril 2016,Operações de Crédito Externas,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,ALIENAÇÃO DE BENS,"240.000,00","240.000,00","19.260,00","8,03","47.200,00","19,67","192.800,00",02,2016,2016-04-20
abril 2016,Alienação de Bens Móveis,"240.000,00","240.000,00","19.260,00","8,03","47.200,00","19,67","192.800,00",02,2016,2016-04-20
abril 2016,Alienação de Bens Imóveis,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,AMORTIZAÇÕES DE EMPRÉSTIMOS,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,TRANSFERÊNCIAS DE CAPITAL,"23.435.700,00","23.435.700,00","591.264,64","2,52","668.404,86","2,85","22.767.295,14",02,2016,2016-04-20
abril 2016,Transferências Intergovernamentais,"1.504.000,00","1.504.000,00","591.264,64","39,31","591.264,64","39,31","912.735,36",02,2016,2016-04-20
abril 2016,Transferências de Instituições Privadas,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Transferências do Exterior,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Transferências de Pessoas,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Transferências de Outras Instituições Públicas,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Transferências de Convênios,"21.931.700,00","21.931.700,00","0,00","0,00","77.140,22","0,35","21.854.559,78",02,2016,2016-04-20
abril 2016,Transferências para o Combate à Fome,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,OUTRAS RECEITAS DE CAPITAL,"0,00","0,00","20.378,44",,"40.756,88",,"-40.756,88",02,2016,2016-04-20
abril 2016,Integralização do Capital Social,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Dív. Atv. Prov. da Amortiz. de Emp. e Financ.,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Receitas de Capital Diversas,"0,00","0,00","20.378,44",,"40.756,88",,"-40.756,88",02,2016,2016-04-20
abril 2016,RECEITAS (INTRA-ORÇAMENTÁRIAS) (II),"33.854.000,00","33.854.000,00","5.410.515,51","15,98","10.264.227,77","30,32","23.589.772,23",02,2016,2016-04-20
abril 2016,SUBTOTAL DAS RECEITAS (III) = (I + II),"1.491.062.500,00","1.491.062.500,00","267.812.197,95","17,96","491.729.810,60","32,98","999.332.689,40",02,2016,2016-04-20
abril 2016,OPERAÇÕES DE CRÉDITO/REFINANCIAMENTO (IV),"0,00","0,00","0,00",,"0,00",,"0,00",02,2016,2016-04-20
abril 2016,Operações de Crédito Internas,"0,00","0,00","0,00",,"0,00",,"0,00",02,2016,2016-04-20
abril 2016,Mobiliária,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Contratual,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Operações de Crédito Externas,"0,00","0,00","0,00",,"0,00",,"0,00",02,2016,2016-04-20
abril 2016,Mobiliária,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,Contratual,,,,,,,"0,00",02,2016,2016-04-20
abril 2016,SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV),"1.491.062.500,00","1.491.062.500,00","267.812.197,95","17,96","491.729.810,60","32,98","999.332.689,40",02,2016,2016-04-20
abril 2016,DÉFICIT (VI),,,,,,,,02,2016,2016-04-20
abril 2016,TOTAL (VII) = (V + VI),,,,,"491.729.810,60",,"-491.729.810,60",02,2016,2016-04-20
abril 2016,SALDOS DE EXERCÍCIOS ANTERIORES (UTILIZADOS PARA CRÉDITOS ADICIONAIS),,"0,00",,,"0,00",,,02,2016,2016-04-20
abril 2016,Superávit Financeiro,,,,,,,,02,2016,2016-04-20
abril 2016,Reabertura de Créditos Adicionais,,,,,,,,02,2016,2016-04-20
fevereiro 2016,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),"1.457.208.500,00","1.457.208.500,00","219.063.900,39","15,03","219.063.900,39","15,03","1.238.144.599,61",01,2016,2016-02-20
fevereiro 2016,RECEITAS CORRENTES,"1.423.532.800,00","1.423.532.800,00","218.938.441,73","15,38","218.938.441,73","15,38","1.204.594.358,27",01,2016,2016-02-20
fevereiro 2016,RECEITA TRIBUTÁRIA,"356.815.000,00","356.815.000,00","30.234.650,55","8,47","30.234.650,55","8,47","326.580.349,45",01,2016,2016-02-20
fevereiro 2016,Impostos,"323.600.000,00","323.600.000,00","29.380.477,88","9,08","29.380.477,88","9,08","294.219.522,12",01,2016,2016-02-20
fevereiro 2016,Taxas,"31.665.000,00","31.665.000,00","710.803,91","2,24","710.803,91","2,24","30.954.196,09",01,2016,2016-02-20
fevereiro 2016,Contribuição de Melhoria,"1.550.000,00","1.550.000,00","143.368,76","9,25","143.368,76","9,25","1.406.631,24",01,2016,2016-02-20
fevereiro 2016,RECEITA DE CONTRIBUIÇÕES,"16.927.000,00","16.927.000,00","2.429.271,55","14,35","2.429.271,55","14,35","14.497.728,45",01,2016,2016-02-20
fevereiro 2016,Contribuições Sociais,"16.927.000,00","16.927.000,00","2.429.271,55","14,35","2.429.271,55","14,35","14.497.728,45",01,2016,2016-02-20
fevereiro 2016,Contribuição de Intervenção no Domínio Econômico,,,,,,,"0,00",01,2016,2016-02-20
fevereiro 2016,Contribuição de Iluminação Pública,,,,,,,"0,00",01,2016,2016-02-20
fevereiro 2016,RECEITA PATRIMONIAL,"34.249.000,00","34.249.000,00","6.322.532,27","18,46","6.322.532,27","18,46","27.926.467,73",01,2016,2016-02-20
fevereiro 2016,Receitas Imobiliárias,"1.270.100,00","1.270.100,00","201.637,11","15,88","201.637,11","15,88","1.068.462,89",01,2016,2016-02-20
fevereiro 2016,Receitas de Valores Mobiliários,"32.978.900,00","32.978.900,00","6.094.037,74","18,48","6.094.037,74","18,48","26.884.862,26",01,2016,2016-02-20
fevereiro 2016,Receita de Concessões e Permissões,,"0,00","26.857,42",,"26.857,42",,"-26.857,42",01,2016,2016-02-20
fevereiro 2016,Compensações Financeiras,,,,,,,"0,00",01,2016,2016-02-20
fevereiro 2016,Receita Decorrente do Direito de Exploração de Bens Públicos em Áreas de Domínio Público,,,,,,,"0,00",01,2016,2016-02-20
fevereiro 2016,Receita da Cessão de Direitos,,,,,,,"0,00",01,2016,2016-02-20
fevereiro 2016,Outras Receitas Patrimoniais,,,,,,,"0,00",01,2016,2016-02-20
fevereiro 2016,RECEITA AGROPECUÁRIA,"0,00","0,00","0,00",,"0,00",,"0,00",01,2016,2016-02-20
fevereiro 2016,Receita da Produção Vegetal,,,,,,,"0,00",01,2016,2016-02-20
fevereiro 2016,Receita da Produção Animal e Derivados,,,,,,,"0,00",01,2016,2016-02-20
fevereiro 2016,Outras Receitas Agropecuárias,,,,,,,"0,00",01,2016,2016-02-20
fevereiro 2016,RECEITA INDUSTRIAL,"0,00","0,00","0,00",,"0,00",,"0,00",01,2016,2016-02-20
